Gene	IM-day2	Day2-day4	Day4-day8
AT3G07620	-5.48645	-2.77655	0
AT3G07720	2.01903	0	0
AT3G08030	-2.37368	0	0
AT3G08040	2.3373	2.75648	-2.04897
AT3G08590	3.11688	0	0
AT3G08720	3.1182275	-2.475195	0
AT3G08810	-2.80556	0	0
AT3G08970	-1.9375	0	3.29939
AT3G09010	2.22428333333333	-2.78453	0
AT3G09020	15.41724	-11.5373	0
AT3G09280	2.11068	0	0
AT3G09520	7.95504	-3.58614	0
AT3G09680	-2.08174	0	2.60038
AT3G09800	-1.81617	0	0
AT3G09830	2.96754666666667	-1.95254333333333	0
AT3G09870	2.24369	-2.21348	0
AT3G09990	2.97977	3.03375	0
AT3G10000	-2.22921666666667	0	0
AT3G10040	-1.85946	0	-2.89582666666667
AT3G10150	-3.34309	0	0
AT3G10185	-3.85754	0	-1.98693
AT3G10500	2.12350666666667	0	0
AT3G10560	-1.81585	0	0
AT3G10570	-2.51231	0	5.01807
AT3G10815	9.26815	-4.63833	13.24834
AT3G10930	14.13899	-5.03839	3.79703
AT3G10986	7.8543	0	2.91284
AT3G11000	2.84459	0	-2.23145
AT3G11020	1.86669	0	0
AT3G11340	14.21575	-2.97745	64.44157
AT3G11580	-1.93029	0	2.825158
AT3G11680	-2.12663	0	-3.456
AT3G11773	12.82537	-3.1644	2.28931
AT3G11820	2.36276	-2.43443	0
AT3G11840	14.48931	-6.75183	2.06016
AT3G12110	-2.27216	0	0
AT3G12170	-2.01124	0	0
AT3G12430	-3.46538	0	0
AT3G12440	-5.25959	0	-1.95474
AT3G12450	-2.51679	0	0
AT3G12470	-1.9916	0	0
AT3G12500	2.54227	0	0
AT3G12560	-2.29901666666667	0	0
AT3G12890	-1.98602	0	-2.99677
AT3G12900	3.36588	-3.58425	0
AT3G12910	22.0237366666667	-3.51050333333333	-1.82188
AT3G12955	11.45478	-2.97605	3.61639
AT3G12960	16.45594	-5.28641	3.98459
AT3G13061	-2.08569	0	0
AT3G13080	17.929865	-6.25735	3.707565
AT3G13130	-3.30002	0	0
AT3G13310	3.89357	0	2.04322
AT3G13380	2.09242333333333	0	0
AT3G13400	-2.34735	0	0
AT3G13403	-2.44331	0	-3.62485
AT3G13405	-2.2423	0	0
AT3G13600	2.08456	-1.96717	0
AT3G13610	56.9304	-7.02911	4.36243
AT3G13730	3.16017	0	0
AT3G13750	-1.84712	0	0
AT3G13790	6.99393	0	4.53235
AT3G13840	-2.26028	0	0
AT3G13900	-1.82463	0	0
AT3G13910	2.41303	0	0
AT3G13950	3.09449	-2.8492	0
AT3G14060	2.41318	0	2.40163
AT3G14225	28.47758	-14.70962	0
AT3G14395	-3.00464	0	2.67771
AT3G14452	-1.93154	0	0
AT3G14475	2.38816	0	0
AT3G14540	-4.06314	0	0
AT3G14630	-1.805	0	0
AT3G14660	7.57377	0	0
AT3G14700	3.1083	0	5.34597
AT3G14740	-2.00694	0	0
AT3G14760	-2.36163	3.17782	0
AT3G14870	-1.82975	0	0
AT3G14950	-4.92757	0	0
AT3G14990	5.44566	-2.05179	1.8957
AT3G15270	-2.18924	0	2.038955
AT3G15280	-4.23535	1.9993	1.99658
AT3G15356	207.9704	-12.94683	11.24919
AT3G15500	37.30098	-2.39384666666667	47.84903
AT3G15518	7.25023	-4.72816	0
AT3G15540	2.07041333333333	0	1.87443
AT3G15650	-2.12413	0	0
AT3G15760	4.53115	-3.51426	0
AT3G15770	2.5503	-1.85897	0
AT3G15820	-2.10996	0	2.30188
AT3G15990	2.13296	0	2.21457
AT3G16030	2.1451	-1.88848	0
AT3G16180	-2.30115	0	0
AT3G16220	1.80392	0	0
AT3G16300	-2.57134	0	0
AT3G16380	-1.81475	0	0
AT3G16400	-2.7176	0	2.32142
AT3G16410	-4.00958	-2.49503	0
AT3G16460	2.57451	0	8.03049
AT3G16530	450.97815	-26.07582	11.59584
AT3G16650	-1.96354	0	0
AT3G16690	-2.45734	0	0
AT3G16720	6.40726	-4.50231	0
AT3G16800	3.86443	0	5.19452
AT3G17010	6.07528	6.7801	0
AT3G17070	-2.21234	0	0
AT3G17110	13.10905	0	43.11358
AT3G17203	-2.88074	0	2.72478
AT3G17580	2.51076	1.86581	0
AT3G17600	1.85928	0	-4.36449
AT3G17690	3.55291	-2.64817	0
AT3G17700	1.91954	0	0
AT3G17720	-2.01996	0	0
AT3G17760	-4.04477	0	0
AT3G17998	-1.90704	0	-2.27093
AT3G18000	-1.87	0	-2.22642
AT3G18070	-2.87231	0	0
AT3G18250	3.40762	-3.59135	2.24439
AT3G18280	2.00725	0	4.21353
AT3G18330	-1.91515	0	0
AT3G18550	-2.035895	0	3.93925
AT3G18610	-2.08527	-1.89466	2.06699
AT3G18630	-2.72953	0	-1.95052
AT3G18830	15.96689	-2.25088	1.85567
AT3G18840	-2.55683	0	0
AT3G18950	2.23531	-2.38641	0
AT3G19010	1.99876	-2.24281	0
AT3G19030	2.04916	0	10.98774
AT3G19085	-2.8178	0	0
AT3G19570	-2.41751	0	0
AT3G19580	6.494545	-3.9439325	3.424145
AT3G19615	13.43011	-6.2898	16.01885
AT3G19660	8.74656	-2.62502	5.97432
AT3G19663	2.5691	0	2.34191
AT3G19930	3.15734	0	0
AT3G20015	-1.81438	0	0
AT3G20075	-3.68133	0	0
AT3G20080	-2.15312	0	0
AT3G20110	2.19005	0	11.78797
AT3G20380	-2.89099	0	6.22531
AT3G20520	2.45552	0	0
AT3G20660	2.46752	0	3.04707
AT3G20810	-2.25283	0	0
AT3G20880	2.15818	0	-3.48449
AT3G20950	-2.7456	0	0
AT3G21150	3.98913	-2.34788666666667	0
AT3G21230	-2.24691	0	4.53268
AT3G21260	-2.47955	0	0
AT3G21330	2.25393	0	2.20276
AT3G21520	99.60806	-9.72578	0
AT3G21560	1.98374	0	0
AT3G21670	9.70304	2.50824	11.84361
AT3G21680	3.66787	2.1497	2.70092
AT3G21690	3.5637	0	2.68064
AT3G21780	39.82772	-7.72565	8.7825
AT3G21781	32.08854	-9.23306	4.27544
AT3G22060	70.06953	-4.5491	10.70948
AT3G22100	-3.15913	2.49592	2.97381666666667
AT3G22121	-1.89645	0	0
AT3G22142	-2.03601	0	1.87577
AT3G22160	33.23956	-4.52576	4.28719
AT3G22370	138.73816	-2.60614	3.38188
AT3G22410	-2.65066	0	0
AT3G22540	-2.12886	0	-3.2022
AT3G22550	-1.90058	0	0
AT3G22560	-2.26637	0	0
AT3G22600	10.3481	-3.74934	14.41833
AT3G22620	2.71492	0	5.09885
AT3G22820	2.48856	0	0
AT3G22880	-2.35032	0	0
AT3G22890	2.72998	0	2.87092
AT3G22910	5.91161	-3.47117	5.59288
AT3G22930	6.54015	0	2.47423
AT3G23010	2.46005	-2.28045	0
AT3G23030	4.57890333333333	0	2.06004
AT3G23050	2.537838	-2.54186	0
AT3G23110	5.11627	0	0
AT3G23120	2.48974	-2.42246	0
AT3G23130	23.7041166666667	5.49037666666667	-1.98172
AT3G23150	2.91900666666667	-1.99154	0
AT3G23170	3.35007	-1.91513	0
AT3G23220	26.4874166666667	-13.7989166666667	4.29659
AT3G23230	56.4207	-24.747	5.61852333333333
AT3G23240	169.51051	-31.31132	2.74834
AT3G23245	3.5942	-2.75475	0
AT3G23250	131.997626666667	-7.20341	5.15065333333333
AT3G23290	-2.45414	0	0
AT3G23410	-2.59794	0	9.84053
AT3G23450	-1.96933	0	0
AT3G23550	53.57084	-11.47381	5.95925
AT3G23635	-13.79252	1.84265	0
AT3G23730	-2.36847	2.32299	2.61645
AT3G23740	-2.91146	0	0
AT3G23800	2.00421	0	0
AT3G23930	4.19288	0	2.49944
AT3G23955	-2.33893	0	0
AT3G24130	2.52989	0	-2.32321
AT3G24140	-2.38775666666667	0	3.23811666666667
AT3G24220	-2.44103	-8.13382	0
AT3G24230	7.35178	0	0
AT3G24310	-3.02768333333333	-1.97659	-3.45938666666667
AT3G24420	2.56585	0	0
AT3G24480	-1.86756	0	0
AT3G24810	-2.11645	0	0
AT3G24900	1.85053	-2.42614	0
AT3G24982	2.38024	-2.09064	0
AT3G25020	2.05607	-2.23428	0
AT3G25030	-1.94849	0	0
AT3G25070	2.08689	-2.09239	0
AT3G25240	33.87558	-4.45864	0
AT3G25250	163.05533	-9.49517666666667	2.87362666666667
AT3G25490	-2.04902	0	0
AT3G25573	16.33839	-10.54153	5.40924
AT3G25597	2.18284	0	1.80124
AT3G25600	2.18325	-2.84258	0
AT3G25610	7.19296	-3.31323	0
AT3G25640	-2.78114	0	-2.20328
AT3G25655	12.94915	-10.7649	6.03642
AT3G25719	2.35538	0	0
AT3G25730	9.19153333333333	-2.08708	2.05172
AT3G25760	3.8607	3.10246	14.84193
AT3G25770	16.60999	0	22.68368
AT3G25780	4.05214	-1.95983	4.37452
AT3G25905	-2.13359	0	-2.06802
AT3G25930	-2.43184	0	0
AT3G26120	1.91796	-2.00983	-4.11198
AT3G26130	-2.19191	0	0
AT3G26147	-2.37132	0	0
AT3G26210	6.32437	-5.08889	0
AT3G26220	11.29827	-2.24526	4.73581
AT3G26230	5.37396	0	-2.29366
AT3G26320	-2.37676	0	0
AT3G26330	-2.26843	0	0
AT3G26450	-1.99783	1.86825	2.24572
AT3G26460	-2.43488	1.95634	2.56684
AT3G26500	17.51956	-3.85534	2.37835
AT3G26520	-1.89627	1.95121	1.81327
AT3G26550	-2.83645	0	0
AT3G26590	-2.94592	0	0
AT3G26610	2.52122	2.13651	0
AT3G26690	2.26203	0	1.83101
AT3G26740	2.03922	0	0
AT3G26760	2.15846	2.64619	-1.87354
AT3G26830	98.72041	-22.33427	7.92375
AT3G26840	1.99254	0	5.42328
AT3G26980	1.86636	0	0
AT3G27220	-1.94488	0	-3.75476
AT3G27250	-2.95415	0	0
AT3G27280	1.94107	0	0
AT3G27415	3.26531	0	5.81976
AT3G27416	4.84179	0	0
AT3G27450	5.13636	0	0
AT3G27640	-2.04813	0	0
AT3G27650	-2.19937	0	0
AT3G27840	-2.86088	0	0
AT3G27920	-4.10162333333333	2.04836	0
AT3G28040	-1.91766666666667	0	0
AT3G28210	8.01196	0	8.856
AT3G28220	2.91634	0	8.97846
AT3G28320	-2.31868	0	2.42981
AT3G28345	6.53034	0	-3.29741
AT3G28580	9.14593	-3.85635	13.37374
AT3G28600	20.17225	0	12.90758
AT3G28740	34.73022	-1.93268	0
AT3G28880	-2.11029	0	-2.04753
AT3G28890	3.81074	0	0
AT3G28910	1.956085	0	0
AT3G28925	-6.01319	0	0
AT3G28930	4.11143	-3.00314	2.41499
AT3G28940	3.03428	0	0
AT3G29000	33.67457	-8.67131	0
AT3G29034	2.86898	-2.32941	5.76537
AT3G29035	2.53109333333333	0	3.14997666666667
AT3G29250	3.5145	0	0
AT3G29270	-2.62175	0	0
AT3G29410	-2.44407	0	-2.99798
AT3G29575	2.17211	2.525805	2.53033
AT3G29670	3.37043	0	3.92081
AT3G29970	2.39708	-1.97433	-4.43585
AT3G30180	2.30594	0	0
AT3G30210	-6.12009	0	0
AT3G30350	1.97202	0	-3.32396
AT3G30460	-2.20106	0	0
AT3G30775	-1.95845	1.94028	2.5668
AT3G42800	-1.93532	0	0
AT3G43190	-2.71796	-2.91948	-1.81116
AT3G43250	3.64933	0	16.22686
AT3G43430	4.64481	0	0
AT3G43682	-1.86928	0	0
AT3G43930	-3.54544	0	0
AT3G44220	-1.85211	0	0
AT3G44260	6.10684	-3.95793	0
AT3G44290	-1.88348	1.90448	0
AT3G44300	12.61583	0	172.90527
AT3G44320	4.93796	0	0
AT3G44326	2.39531	-2.72936	2.11458
AT3G44350	4.49773333333333	-2.525435	0
AT3G44510	-1.99817	0	0
AT3G44630	1.89041	-2.37208	0
AT3G44710	2.24817	0	0
AT3G44720	3.55652	-2.87961	0
AT3G44830	7.01816	-14.65975	9.02924
AT3G44860	10.1573	-5.79265	8.19362
AT3G44900	-1.95948	0	0
AT3G45060	-4.30931	0	18.92834
AT3G45280	-2.20873	0	0
AT3G45290	2.39113	0	0
AT3G45390	3.56458	-3.65333	0
AT3G45610	1.862575	0	0
AT3G45640	2.96316333333333	-2.68668	0
AT3G45650	5.3159	-2.7777	0
AT3G45730	7.02249	0	3.83989
AT3G45780	-2.42146666666667	1.91605666666667	0
AT3G45860	3.74693	0	0
AT3G45970	-4.1047	0	12.13166
AT3G46080	29.34832	-4.46538666666667	6.06191333333333
AT3G46090	30.206035	-3.615245	6.27276333333333
AT3G46110	3.78565	-2.90968	1.89038
AT3G46130	-1.87145	2.06765666666667	0
AT3G46590	-1.81223	0	0
AT3G46600	8.92592	-2.95145	0
AT3G46613	8.1391	0	1.91689
AT3G46620	1.82949	-1.89158	0
AT3G46690	5.23538	0	15.74171
AT3G46940	-2.12611	0	0
AT3G47090	4.07602	-2.41811666666667	0
AT3G47250	2.11426	0	2.27556
AT3G47350	-2.2323	0	0
AT3G47380	2.80591	0	7.99375
AT3G47480	15.03175	-2.83551	3.90239
AT3G47510	2.81426	0	1.82318
AT3G47540	2.09587	-2.34465	0
AT3G47570	2.91533	0	0
AT3G47740	-6.78492	0	0
AT3G47980	2.75611	0	-1.94082
AT3G48020	5.83433	-3.58738	5.55029
AT3G48160	-1.91518	0	-2.05173
AT3G48240	-2.45763	0	0
AT3G48310	2.13853	0	6.98371
AT3G48450	9.45188	-7.80766	11.69205
AT3G48460	2.57203	2.24754	4.91933
AT3G48480	-1.85222	0	0
AT3G48490	-2.32778	0	-1.87717
AT3G48550	-1.81095	1.86327	0
AT3G48580	8.59095	0	72.68395
AT3G48640	3.67777	-4.58199	0
AT3G48650	5.92455	-5.74286	0
AT3G48660	-2.34754	0	0
AT3G48690	2.08365	0	4.28817
AT3G48740	2.42401	0	0
AT3G48850	1643.19885	-19.58649	8.71443
AT3G48920	2.45468	0	4.891945
AT3G48990	2.09464	0	6.05452
AT3G49110	6.65743	-5.24563	0
AT3G49120	2.69694	-2.53744	2.15395
AT3G49160	1.88885	0	0
AT3G49190	2.79592	0	0
AT3G49210	2.29782	0	7.25639
AT3G49220	-2.32623	0	0
AT3G49480	-1.89239	0	0
AT3G49530	2.18063333333333	-1.92709666666667	0
AT3G49540	21.80046	-4.67168	24.72703
AT3G49610	3.00438	0	0
AT3G49620	84.25788	-31.15019	110.13562
AT3G49690	-3.64756333333333	0	0
AT3G49744	-2.96603	0	0
AT3G49750	-2.17212	0	-2.55582
AT3G49760	2.41853	0	-1.90319
AT3G49780	11.6172	0	12.60835
AT3G49820	1.9956	0	0
AT3G49860	2.88764	0	0
AT3G49950	-2.93503	2.42248	0
AT3G49970	-2.3597	0	0
AT3G50120	-2.15153	0	0
AT3G50140	1.90931	0	0
AT3G50150	-2.10064	0	0
AT3G50170	-2.741725	0	-2.63908
AT3G50190	3.22344	-2.93727	0
AT3G50200	7.80127	2.95643	-1.88051
AT3G50230	-2.58894333333333	0	-3.66283
AT3G50260	6.94942333333333	-2.70702666666667	5.52274
AT3G50470	2.06446	-2.60376	2.16856
AT3G50660	2.14064	0	0
AT3G50760	7.53252	-3.12097	5.29837
AT3G50770	42.49584	-3.20461	15.37022
AT3G50800	2.37784	-3.24296	1.80433
AT3G50840	-4.35874	0	0
AT3G50930	53.13221	-9.12851	4.44887
AT3G50950	1.8791	-1.81842	0
AT3G50970	10.74896	0	12.12527
AT3G51060	-2.12872333333333	0	-2.15567666666667
AT3G51070	-8.55022	0	0
AT3G51300	-1.8332	0	-1.80693
AT3G51330	2.23134	-2.85282	0
AT3G51410	3.40312	-8.46118	2.52549
AT3G51430	2.1785	0	2.20771
AT3G51440	2.35578	0	0
AT3G51470	-2.08102	0	-1.82913
AT3G51600	-1.87163	0	0
AT3G51750	-2.51201	0	0
AT3G51890	2.23632	0	2.00115
AT3G51910	3.24455666666667	0	0
AT3G51920	2.18013	0	0
AT3G52270	-1.8755	0	0
AT3G52400	2.61353	-2.12269	0
AT3G52430	3.5326	-3.89211	0
AT3G52525	-1.94397	0	0
AT3G52530	-1.9412	0	0
AT3G52630	-2.226	0	0
AT3G52748	9.4073	-3.3074	2.69797
AT3G52800	2.22053	-1.90716	0
AT3G52840	-2.63673	0	2.28253
AT3G52910	-1.820835	0	0
AT3G53150	15.65401	-3.10564	5.35269
AT3G53232	16.09013	0	3.80466
AT3G53530	-1.84837	0	0
AT3G53620	-2.02489	0	0
AT3G53680	-2.42125	0	0
AT3G53720	2.17542	-4.54555	2.29077
AT3G53810	2.85441666666667	-2.23724666666667	0
AT3G53990	3.20533	-2.17624	0
AT3G54060	-2.71217	0	0
AT3G54150	241.13451	-21.57076	6.54642
AT3G54340	18.3608833333333	2.12993333333333	0
AT3G54400	-1.82922	0	0
AT3G54420	4.68554	-2.6142	1.84647
AT3G54520	23.36653	-9.61254	6.21506
AT3G54530	174.23125	-15.90521	2.15279
AT3G54640	3.38407	-3.12588	2.37092
AT3G54770	-1.86663	0	0
AT3G54950	2.03196	0	0
AT3G55130	-1.99644	3.01856	2.57047
AT3G55150	5.98408	0	0
AT3G55160	-2.23654	0	0
AT3G55230	-2.82545	0	0
AT3G55240	-1.89345	0	0
AT3G55440	3.72016	-1.80138	3.2852
AT3G55450	2.08918	0	0
AT3G55500	-2.249	0	0
AT3G55515	-5.18092	-2.55048	-5.80335
AT3G55566	-1.86018	0	0
AT3G55880	2.33835	-1.96847	0
AT3G55950	4.00092	-4.85074333333333	1.99399
AT3G55970	5.69044	2.9378	27.81799
AT3G55980	9.51972666666667	-4.77255333333333	0
AT3G56080	-1.90302	2.46109	0
AT3G56220	-5.27409	8.74769	-1.82433
AT3G56230	-1.84426	0	0
AT3G56400	3.72725666666667	-2.89658	0
AT3G56410	3.29578	-1.80011	0
AT3G56500	8.05475	-8.87877	0
AT3G56620	2.47067	0	1.81643
AT3G56710	7.32234	-4.29113	0
AT3G56770	-2.43801	2.265135	0
AT3G56880	2.16386	0	0
AT3G56890	1.82879	0	0
AT3G56970	-3.41924	0	0
AT3G56980	-11.7965733333333	2.41732	0
AT3G57130	-1.86793	0	0
AT3G57240	2.46409	-2.14268	2.28501
AT3G57260	2.07749	0	3.15988
AT3G57330	1.80491	0	0
AT3G57440	-1.81755	0	0
AT3G57450	2.95745	-3.60049	2.30501
AT3G57460	5.05785	-3.76022	2.03216
AT3G57520	-2.30201	0	2.17694
AT3G57530	1.86612	-2.033205	0
AT3G57600	-2.71852	1.80533	5.10165
AT3G57640	4.48741666666667	-2.50803	0
AT3G57690	3.18066	-2.36887	0
AT3G57700	3.84646	-2.88075	0
AT3G57740	5.479335	-2.86403	8.13389333333333
AT3G57760	2.18689333333333	0	3.27410666666667
AT3G57780	-2.39794	0	0
AT3G57920	-3.50486	0	0
AT3G58000	-2.61867	0	2.98671
AT3G58150	19.21633	-3.77631	2.57676
AT3G58310	65.94146	-3.15867	7.7159
AT3G59080	3.15547	-2.873085	0
AT3G59180	-2.04922	0	-2.02157
AT3G59190	-1.98535	0	-2.48925
AT3G59200	-1.90921	0	0
AT3G59480	1.9698	0	-2.20488
AT3G59550	-2.8232	0	0
AT3G59580	-2.00166333333333	0	0
AT3G59670	-1.85475	0	0
AT3G59700	9.59454666666667	-3.36711	7.12334666666667
AT3G59730	1.86929	0	5.20437
AT3G59740	2.2527	0	0
AT3G59750	2.13665	0	0
AT3G59765	1.86982	0	-3.57245
AT3G59830	-2.12334	0	0
AT3G59900	12.46377	-9.18606	2.29822
AT3G59940	2.78985	0	3.18018
AT3G60120	100.64509	-4.93019	-4.12079
AT3G60290	2.10278	0	0
AT3G60420	23.954625	-11.697225	8.884
AT3G60470	13.74293	-2.93861	0
AT3G60520	6.57427	0	0
AT3G60890	-2.24673	0	0
AT3G61111	-2.02893	0	0
AT3G61190	2.7628	-4.86751	10.31659
AT3G61270	-1.91033	-1.88342	0
AT3G61300	-1.93305	0	0
AT3G61390	13.0709	-2.17273	3.08349
AT3G61440	2.40801333333333	-2.1583	0
AT3G61460	1.90533	0	0
AT3G61490	-2.99792	0	0
AT3G61620	9.97418	-2.49212	0
AT3G61630	5.65481333333333	-2.55580666666667	1.94167
AT3G61897	-2.42427	0	-1.92999
AT3G61898	-2.12664	0	-2.02965
AT3G61950	-3.36317	1.829915	0
AT3G62150	4.32284	-2.30012	0
AT3G62528	-2.18971	0	0
AT3G62570	2.15148	0	0
AT3G62610	3.17807	0	-2.61483666666667
AT3G62630	-2.06264	0	0
AT3G62750	-2.01295	0	0
AT3G62820	-1.99365	0	2.04155
AT3G63200	-1.94011	0	0
AT3G63210	-2.66473	0	0
AT3G63350	4.88542	0	0
AT3G63380	130.46436	-8.14753	35.95226
AT4G00050	2.098295	0	0
AT4G00220	-2.22505333333333	0	-1.95296
AT4G00234	1.80658	0	0
AT4G00260	-1.8989	0	-1.95876
AT4G00290	1.85798	0	0
AT4G00360	2.14589	0	1.90006
AT4G00440	-2.176915	0	0
AT4G00540	31.96167	-9.24375	2.68788
AT4G00580	1.93229	0	-3.54365
AT4G00680	-2.0212	0	0
AT4G00690	-1.86057	0	-1.94931
AT4G00870	-4.45278666666667	2.04097666666667	1.89281333333333
AT4G00960	2.049635	-2.29858333333333	0
AT4G00970	4.17075666666667	-2.19536	0
AT4G01010	7.13682	-4.1449	1.93896
AT4G01060	2.13936666666667	4.82574	3.13619
AT4G01110	2.01551	-2.88652	3.83432
AT4G01130	-2.16894	0	0
AT4G01230	-1.80353	0	0
AT4G01245	-3.00073	0	-1.80764
AT4G01270	-2.44458	0	-1.87288
AT4G01360	2.27331	0	3.36714
AT4G01430	1.955585	0	2.43736
AT4G01500	-1.928	2.32913	1.8568
AT4G01520	1.91154	-4.09634	0
AT4G01650	-2.21768	0	0
AT4G01680	1.844695	0	1.83476
AT4G01700	8.09973	-3.60259	3.81265
AT4G01720	2.42957	0	0
AT4G01750	8.51497	-4.98462	0
AT4G01870	7.58297	-3.46987	5.48894
AT4G01895	2.55401	0	2.03183
AT4G01925	-2.1281	0	0
AT4G02070	-1.89414	0	0
AT4G02130	-2.13895	0	0
AT4G02200	2.004785	0	0
AT4G02280	2.45648	0	3.69669
AT4G02380	132.101085	-13.57642	7.07248
AT4G02410	12.49515	-2.58540333333333	2.179355
AT4G02420	2.61509	-2.128895	0
AT4G02520	72.02332	-4.7047	2.34118
AT4G02600	2.72576	0	0
AT4G02670	1.87846	0	0
AT4G03050	-3.23699	2.07885	0
AT4G03070	-2.22897	2.54568	0
AT4G03205	-2.07185	0	0
AT4G03210	-2.32411	0	0
AT4G03320	2.25188	-2.0014	3.18536
AT4G03330	-2.70195	0	0
AT4G03400	2.00033	0	2.54779
AT4G03420	1.93895	0	0
AT4G03820	2.247575	0	0
AT4G03926	3.44732	0	6.62487
AT4G04220	3.92417	-2.25512	0
AT4G04480	2.57643	0	0
AT4G04490	2.17775	-2.1418	2.89936
AT4G04510	4.02534	-4.11016	0
AT4G04540	19.15128	-5.70264666666667	6.85585
AT4G04570	9.8802525	-3.5005425	5.23307
AT4G04630	-2.11193	0	0
AT4G04750	-2.0379	0	0
AT4G05010	7.11401	0	3.41734
AT4G05020	3.36833	-1.8947	3.24901
AT4G05490	-2.21807	-1.99456	0
AT4G06746	13.6105833333333	-8.49922	31.7005533333333
AT4G07820	8.23325	-10.3163	0
AT4G08555	166.87888	-12.17391	3.19912
AT4G08590	-1.85796	0	-2.82915
AT4G08685	-1.98212	0	0
AT4G08770	14.56974	-3.8876	0
AT4G08780	7.37475	-2.58237	0
AT4G08850	2.557302	-2.467084	0
AT4G09030	1.97702	0	2.59901
AT4G09100	7.72484	-9.83471	2.40571
AT4G09460	2.04645	0	0
AT4G09530	-5.53182	0	0
AT4G09940	-7.808	0	0
AT4G09960	-3.62284666666667	-2.511975	-3.65136
AT4G10040	2.04441	0	0
AT4G10060	-2.05032	0	0
AT4G10260	-1.94565	0	-3.66784
AT4G10265	-2.39263	-1.80189	-3.20547
AT4G10270	-2.00732	-1.80023	-2.81961
AT4G10410	-1.81906	0	-2.35447
AT4G10420	-1.84483	0	-1.8878
AT4G10770	-2.21955	0	0
AT4G11000	14.04713	-3.72363	0
AT4G11040	2.96411	0	0
AT4G11050	-1.87598	0	0
AT4G11070	11.87378	-2.57178666666667	-2.28635333333333
AT4G11170	4.10599	-6.73249	4.18845
AT4G11190	-3.46838	2.3734	0
AT4G11280	4.03529	-3.32169	0
AT4G11320	-2.01299	2.75873	0
AT4G11360	3.2941	-2.013	0
AT4G11370	5.92022	-4.12734	0
AT4G11470	20.2072066666667	-3.25921	-2.07928
AT4G11480	11.7377366666667	-2.83123	0
AT4G11550	-2.10619	0	-2.33284
AT4G11890	10.6748466666667	-2.36705	4.75837
AT4G11911	-2.56551	0	4.29616
AT4G12090	2.45392	0	0
AT4G12350	-1.82614	0	0
AT4G12400	-1.87807	0	0
AT4G12440	-2.77798	1.99023	0
AT4G12450	-2.3504	0	0
AT4G12470	4.99038	0	0
AT4G12720	3.36061	-6.89375	0
AT4G12735	537.19635	-7.28271	6.05058
AT4G12900	-2.27351	0	0
AT4G13180	15.36343	-2.2942	0
AT4G13235	4.24588	0	0
AT4G13260	-2.06871	0	0
AT4G13310	-2.90257	0	0
AT4G13395	5.84929	-2.59323	0
AT4G13505	-2.28404	2.06119	1.95311
AT4G13510	1.85635	-1.93988	0
AT4G13540	-2.75286	2.20226	1.84674
AT4G13680	-2.71102	0	0
AT4G13770	-2.24002	1.86823	-1.8037
AT4G13990	-1.94354	0	0
AT4G14040	-2.0235	0	3.14248
AT4G14103	-2.00798	0	0
AT4G14120	-1.85231	0	0
AT4G14130	-2.9166	-1.83306	0
AT4G14350	-1.95033	0	0
AT4G14365	7.3157	-4.85012	0
AT4G14400	-1.89883	0	0
AT4G14450	64.51448	-9.51983	0
AT4G14550	1.80261	0	-2.78476
AT4G14610	1.97584	-1.84705	0
AT4G14630	19.20891	-9.54726	0
AT4G14640	3.27294	0	1.80938
AT4G14680	1.84917	0	2.14765
AT4G14695	-2.15626	0	0
AT4G14700	-2.21646	0	0
AT4G14730	-2.33377	0	-2.34465
AT4G14750	-3.4151	0	0
AT4G14780	-2.69052	0	3.26515
AT4G14805	-4.39806	0	0
AT4G14819	-3.92954	3.69438	-5.63402
AT4G15120	10.16602	-5.52134	4.6092
AT4G15248	5.77032	0	0
AT4G15260	3.44435	0	2.17179
AT4G15270	12.64487	-7.06154	7.1447
AT4G15350	-5.40288	0	0
AT4G15490	2.20358	0	0
AT4G15500	1.91818	1.85296	0
AT4G15530	10.65993	-1.89566	13.22796
AT4G15550	3.28712	-1.8641	0
AT4G15610	3.6209	2.00027	4.63535
AT4G15670	1.82597	0	0
AT4G15680	3.50947	0	5.0949
AT4G15690	5.59418	0	4.14556
AT4G15760	10.23063	-2.66654	0
AT4G15765	3.00066	0	2.67673
AT4G15920	-1.88482	0	0
AT4G15975	4.07117	-3.63806	0
AT4G16050	-3.75041	1.84689	3.51925
AT4G16160	-2.65744	0	2.35651
AT4G16340	-1.94086	0	0
AT4G16350	2.4645	0	0
AT4G16447	-1.82412	0	0
AT4G16560	-2.62862	5.16935	2.94558
AT4G16563	-5.12172	0	1.85549
AT4G16590	-2.28863	0	4.51493
AT4G16680	4.41539	-2.59213	2.04336
AT4G16780	2.16310666666667	0	0
AT4G16807	-1.968	0	0
AT4G16820	41.03121	-15.73843	3.63111
AT4G16950	2.18319	-2.07138333333333	0
AT4G17030	-4.4726	3.88713	7.67688
AT4G17230	1.99063666666667	-1.87586	2.0232
AT4G17245	2.05069	0	8.36501
AT4G17250	5.00479	-2.13354	0
AT4G17340	-1.95458	2.05723	2.42124
AT4G17390	-2.26029	0	0
AT4G17480	-1.9291	0	0
AT4G17490	7.83857	-5.18690333333333	-1.91717666666667
AT4G17500	10.37859	-6.43509	0
AT4G17660	10.0520233333333	-2.52157666666667	0
AT4G17680	-2.2439	0	1.90272
